"","sex","ethnicity","weight","height","age"
"9165","F","European",49,1.62,45
"9166","F","European",62,1.6,49
"9170","F","European",91,1.57,73
"9172","F","European",58,1.61,71
"9177","F","European",56,1.63,67
"9179","F","European",77,1.66,40
"9180","F","European",52,1.63,48
"9183","F","European",93,1.64,59
"9184","F","European",60,1.63,36
"9185","F","European",56,1.63,74
"9188","F","European",70,1.7,48
"9191","F","European",59,1.66,52
"9192","F","European",69,1.65,71
"9194","F","European",72,1.65,56
"9197","F","European",63,1.6,42
"9198","F","European",55,1.67,37
"9200","F","European",51,1.65,50
"9201","F","European",54,1.57,84
"9206","F","European",65,1.61,52
"9209","F","European",70,1.67,72
"9212","F","European",79,1.64,67
"9213","F","European",60,1.65,69
"9216","F","European",62,1.68,46
"9219","F","European",56,1.59,72
"9221","F","European",51,1.64,72
"9224","F","European",71,1.52,70
"9225","F","European",71,1.62,65
"9231","F","European",72,1.79,37
"9232","F","European",76,1.74,64
"9235","F","European",52,1.51,59
"9236","F","European",51,1.52,56
"9237","F","European",74,1.62,83
"9238","F","European",85,1.56,54
"9242","F","European",62,1.58,72
"9245","F","European",61,1.66,42
"9249","F","European",71,1.57,70
"9252","F","European",77,1.6,77
"9253","F","European",52,1.64,69
"9254","F","European",81,1.69,72
"9255","F","European",80,1.68,56
"9257","F","European",77,1.68,48
"9263","F","European",58,1.51,61
"9265","F","European",55,1.66,37
"9266","F","European",64,1.72,36
"9268","F","European",60,1.71,49
"9270","F","European",65,1.66,44
"9271","F","European",85,1.65,59
"9272","F","European",58,1.63,46
"9274","F","European",54,1.57,78
"9275","F","European",91,1.67,68
"9276","F","European",86,1.71,55
"9277","F","European",52,1.47,87
"9278","F","European",67,1.58,56
"9279","F","European",69,1.63,44
"9281","F","European",59,1.54,80
"9283","F","European",76,1.67,82
"9285","F","European",70,1.57,71
"9289","F","European",59,1.59,80
"9291","F","European",83,1.57,77
"9292","F","European",70,1.66,52
"9293","F","European",75,1.6,52
"9295","F","European",62,1.7,53
"9296","F","European",74,1.56,68
"9297","F","European",62,1.62,82
"9298","F","European",56,1.69,39
"9299","F","European",55,1.57,74
"9303","F","European",75,1.63,45
"9307","F","European",61,1.59,46
"9308","F","European",64,1.67,36
"9310","F","European",68,1.57,70
"9311","F","European",64,1.57,76
"9312","F","European",85,1.69,76
"9314","F","European",65,1.55,63
"9315","F","European",71,1.55,56
"9318","F","European",51,1.56,56
"9320","F","European",75,1.77,49
"9321","F","European",66,1.67,38
"9323","F","European",58,1.57,66
"9326","F","European",69,1.72,59
"9329","F","European",69,1.57,80
"9332","F","European",59,1.61,37
"9335","F","European",67,1.65,51
"9336","F","European",80,1.71,62
"9338","F","European",69,1.73,50
"9339","F","European",62,1.57,79
"9340","F","European",58,1.59,76
"9341","F","European",71,1.64,49
"9342","F","European",71,1.62,79
"9343","F","European",64,1.57,84
"9346","F","European",70,1.65,75
"9347","F","European",40,1.57,66
"9348","F","European",59,1.61,36
"9353","F","European",67,1.57,53
"9359","F","European",60,1.59,60
"9361","F","European",61,1.53,69
"9363","F","European",50,1.48,68
"9366","F","European",74,1.65,38
"9369","F","European",60,1.54,76
"9370","F","European",76,1.58,70
"9371","F","European",89,1.67,72
"9372","F","European",79,1.6,47
"9373","F","European",73,1.58,67
"9375","F","European",66,1.57,70
"9377","F","European",71,1.59,74
"9380","F","European",64,1.66,38
"9381","F","European",68,1.67,56
"9383","F","European",68,1.56,72
"9384","F","European",96,1.57,42
"9385","F","European",54,1.62,37
"9387","F","European",69,1.57,76
"9388","F","European",58,1.54,79
"9390","F","European",43,1.51,43
"9391","F","European",72,1.57,78
"9392","F","European",70,1.61,43
"9393","F","European",60,1.64,46
"9395","F","European",55,1.55,76
"9396","F","European",51,1.67,78
"9398","F","European",65,1.65,56
"9400","F","European",64,1.64,75
"9401","F","European",52,1.62,68
"9402","F","European",56,1.48,63
"9406","F","European",87,1.66,72
"9410","F","European",56,1.66,54
"9412","F","European",55,1.59,85
"9414","F","European",58,1.74,83
"9415","F","European",63,1.63,49
"9416","F","European",59,1.57,62
"9417","F","European",93,1.6,61
"9420","F","European",72,1.65,38
"9421","F","European",71,1.57,75
"9422","F","European",76,1.56,72
"9423","F","European",97,1.65,51
"9425","F","European",60,1.64,78
"9426","F","European",77,1.75,64
"9427","F","European",74,1.59,74
"9432","F","European",62,1.54,64
"9434","F","European",82,1.63,77
"9436","F","European",49,1.58,72
"9442","F","European",42,1.57,47
"9443","F","European",80,1.62,60
"9448","F","European",65,1.53,39
"9449","F","European",79,1.77,76
"9451","F","European",78,1.67,60
"9452","F","European",72,1.66,51
"9453","F","European",57,1.68,55
"9455","F","European",56,1.62,74
"9456","F","European",60,1.53,41
"9457","F","European",82,1.6,38
"9458","F","European",79,1.75,46
"9459","F","European",50,1.62,81
"9460","F","European",55,1.49,36
"9461","F","European",74,1.66,76
"9468","F","European",55,1.53,79
"9469","F","European",63,1.63,51
"9473","F","European",65,1.62,82
"9475","F","European",58,1.53,36
"9476","F","European",59,1.61,41
"9477","F","European",57,1.74,69
"9481","F","European",88,1.64,57
"9482","F","European",68,1.59,45
"9484","F","European",61,1.6,39
"9485","F","European",72,1.57,67
"9486","F","European",53,1.47,69
"9488","F","European",67,1.67,53
"9489","F","European",49,1.61,85
"9491","F","European",54,1.62,45
"9493","F","European",49,1.53,40
"9495","F","European",52,1.59,50
"9497","F","European",88,1.57,83
"9498","F","European",73,1.57,80
"9500","F","European",68,1.43,70
"9503","F","European",45,1.54,76
"9504","F","European",53,1.55,80
"9505","F","European",85,1.74,52
"9510","F","European",88,1.7,52
"9511","F","European",98,1.6,72
"9514","F","European",56,1.67,64
"9516","F","European",61,1.62,71
"9520","F","European",59,1.64,82
"9522","F","European",84,1.72,46
"9523","F","European",84,1.72,77
"9524","F","European",72,1.5,80
"9527","F","European",81,1.73,72
"9528","F","European",63,1.65,38
"9530","F","European",67,1.61,57
"9531","F","European",92,1.63,76
"9532","F","European",50,1.49,75
"9533","F","European",57,1.53,73
"9535","F","European",57,1.66,43
"9536","F","European",102,1.56,54
"9537","F","European",61,1.54,83
"9540","F","European",68,1.57,78
"9542","F","European",49,1.59,76
"9543","F","European",65,1.61,40
"9546","F","European",61,1.63,52
"9548","F","European",74,1.6,78
"9549","F","European",77,1.62,60
"9550","F","European",57,1.55,75
"9551","F","European",75,1.57,62
"9552","F","European",67,1.67,74
"9553","F","European",70,1.7,37
"9554","F","European",60,1.65,74
"9555","F","European",64,1.61,73
"9558","F","European",80,1.6,77
"9560","F","European",118,1.6,63
"9561","F","European",59,1.69,42
"9563","F","European",82,1.7,39
"9564","F","European",76,1.66,58
"9565","F","European",65,1.62,74
"9566","F","European",60,1.62,56
"9568","F","European",72,1.63,42
"9570","F","European",44,1.45,76
"9571","F","European",58,1.62,78
"9572","F","European",76,1.62,73
"9573","F","European",89,1.62,65
"9575","F","European",93,1.73,44
"9576","F","European",75,1.57,81
"9578","F","European",73,1.67,79
"9581","F","European",68,1.67,68
"9585","F","European",81,1.55,73
"9587","F","European",81,1.6,57
"9590","F","European",65,1.73,52
"9592","F","European",57,1.64,78
"9595","F","European",74,1.7,63
"9598","F","European",62,1.62,38
"9600","F","European",57,1.52,85
"9601","F","European",52,1.54,78
"9602","F","European",56,1.64,46
"9603","F","European",81,1.62,74
"9606","F","European",60,1.64,52
"9607","F","European",96,1.64,77
"9610","F","European",75,1.73,43
"9611","F","European",61,1.56,68
"9613","F","European",64,1.63,67
"9615","F","European",69,1.61,72
"9618","F","European",55,1.6,37
"9619","F","European",59,1.65,48
"9620","F","European",52,1.52,61
"9622","F","European",57,1.61,53
"9623","F","European",57,1.66,47
"9625","F","European",115,1.69,52
"9628","F","European",67,1.62,52
"9631","F","European",58,1.57,82
"9632","F","European",76,1.67,48
"9635","F","European",46,1.44,56
"9636","F","European",65,1.61,53
"9638","F","European",68,1.56,57
"9640","F","European",39,1.52,78
"9645","F","European",78,1.7,47
"9648","F","European",67,1.6,49
"9649","F","European",67,1.59,74
"9651","F","European",65,1.58,51
"9656","F","European",58,1.48,79
"9657","F","European",65,1.6,63
"9658","F","European",65,1.71,37
"9662","F","European",56,1.57,82
"9664","F","European",74,1.53,51
"9666","F","European",58,1.57,76
"9669","F","European",64,1.59,72
"9671","F","European",59,1.71,36
"9673","F","European",98,1.74,76
"9674","F","European",70,1.69,51
"9675","F","European",84,1.56,66
"9676","F","European",73,1.6,49
"9679","F","European",62,1.57,74
"9684","F","European",63,1.62,50
"9686","F","European",53,1.69,46
"9689","F","European",70,1.62,82
"9690","F","European",67,1.65,57
"9692","F","European",107,1.68,72
"9693","F","European",57,1.54,84
"9698","F","European",46,1.62,71
"9700","F","European",66,1.61,80
"9702","F","European",67,1.52,73
"9705","F","European",56,1.65,46
"9707","F","European",58,1.61,39
"9708","F","European",62,1.62,64
"9709","F","European",67,1.62,64
"9716","F","European",52,1.51,77
"9717","F","European",57,1.61,52
"9722","F","European",48,1.57,70
"9723","F","European",73,1.69,60
"9726","F","European",56,1.65,37
"9727","F","European",53,1.61,66
"9728","F","European",61,1.63,40
"9729","F","European",51,1.56,78
"9738","F","European",50,1.57,81
"9740","F","European",48,1.59,50
"9743","F","European",68,1.61,68
"9744","F","European",75,1.71,40
"9745","F","European",63,1.55,43
"9746","F","European",59,1.54,80
"9748","F","European",58,1.63,66
"9749","F","European",58,1.63,81
"9751","F","European",73,1.49,65
"9754","F","European",74,1.7,66
"9756","F","European",64,1.6,71
"9757","F","European",73,1.6,63
"9758","F","European",76,1.71,42
"9762","F","European",57,1.61,53
"9766","F","European",62,1.64,39
"9773","F","European",63,1.5,66
"9774","F","European",95,1.61,40
"9776","F","European",55,1.6,84
"9779","F","European",68,1.49,46
"9780","F","European",59,1.61,59
"9781","F","European",78,1.67,80
"9782","F","European",53,1.6,62
"9785","F","European",62,1.63,58
"9786","F","European",70,1.57,42
"9790","F","European",69,1.62,81
"9791","F","European",63,1.69,81
"9792","F","European",58,1.63,77
"9793","F","European",65,1.6,83
"9794","F","European",63,1.72,83
"9798","F","European",67,1.51,53
"9799","F","European",65,1.68,49
"9801","F","European",67,1.67,59
"9805","F","European",61,1.54,64
"9806","F","European",99,1.59,56
"9807","F","European",56,1.5,71
"9810","F","European",74,1.66,63
"9811","F","European",83,1.53,72
"9812","F","European",69,1.62,81
"9818","F","European",67,1.57,78
"9820","F","European",80,1.72,54
"9824","F","European",64,1.6,72
"9829","F","European",67,1.69,44
"9830","F","European",65,1.7,57
"9831","F","European",62,1.64,72
"9834","F","European",74,1.57,65
"9836","F","European",74,1.56,67
"9837","F","European",77,1.72,49
"9838","F","European",68,1.64,56
"9843","F","European",38,1.62,85
"9844","F","European",51,1.6,56
"9847","F","European",64,1.59,75
"9848","F","European",65,1.79,48
"9849","F","European",72,1.71,39
"9852","F","European",58,1.57,60
"9853","F","European",68,1.63,73
"9854","F","European",64,1.61,60
"9857","F","European",57,1.67,57
"9859","F","European",68,1.63,59
"9869","F","European",68,1.68,50
"9870","F","European",59,1.5,76
"9873","F","European",60,1.57,72
"9875","F","European",83,1.63,39
"9881","F","European",63,1.65,45
"9882","F","European",87,1.6,63
"9886","F","European",61,1.64,46
"9888","F","European",52,1.52,79
"9889","F","European",79,1.67,60
"9890","F","European",80,1.67,51
"9891","F","European",59,1.62,52
"9901","F","European",66,1.53,51
"9902","F","European",73,1.67,70
"9903","F","European",60,1.6,79
"9905","F","European",97,1.66,56
"9907","F","European",57,1.66,50
"9909","F","European",55,1.68,47
"9911","F","European",60,1.71,64
"9912","F","European",103,1.71,62
"9913","F","European",98,1.67,85
"9915","F","European",62,1.47,64
"9916","F","European",77,1.69,62
"9917","F","European",62,1.63,64
"9918","F","European",63,1.66,54
"9920","F","European",47,1.59,72
"9921","F","European",62,1.6,60
"9922","F","European",73,1.56,57
"9923","F","European",64,1.67,38
"9927","F","European",67,1.6,49
"9930","F","European",77,1.62,79
"9931","F","European",53,1.62,45
"9933","F","European",74,1.67,70
"9934","F","European",54,1.52,84
"9935","F","European",65,1.72,54
"9937","F","European",83,1.61,62
"9939","F","European",63,1.55,81
"9940","F","European",86,1.52,83
"9941","F","European",75,1.7,41
"9942","F","European",54,1.6,54
"9943","F","European",46,1.54,78
"9948","F","European",75,1.6,69
"9949","F","European",77,1.66,45
"9952","F","European",53,1.67,78
"9953","F","European",52,1.49,75
"9955","F","European",97,1.63,75
"9956","F","European",70,1.59,62
"9957","F","European",47,1.6,37
"9958","F","European",89,1.65,57
"9960","F","European",58,1.61,61
"9970","F","European",82,1.64,78
"9972","F","European",78,1.59,63
"9973","F","European",60,1.58,56
"9974","F","European",55,1.41,80
"9975","F","European",58,1.62,84
"9976","F","European",56,1.6,39
"9977","F","European",58,1.52,46
"9978","F","European",76,1.56,73
"9981","F","European",74,1.64,68
"9983","F","European",92,1.55,60
"9984","F","European",63,1.6,80
"9988","F","European",59,1.66,46
"9993","F","European",78,1.72,36
"9994","F","European",67,1.73,70
"9997","F","European",80,1.66,76
"9998","F","European",56,1.63,59
"9999","F","European",51,1.54,75
"10001","F","European",67,1.65,57
"10006","F","European",64,1.71,46
"10009","F","European",78,1.74,76
"10010","F","European",69,1.64,52
"10014","F","European",52,1.65,63
"10017","F","European",78,1.68,57
"10019","F","European",66,1.58,67
"10022","F","European",61,1.59,72
"10023","F","European",57,1.52,83
"10024","F","European",75,1.65,49
"10025","F","European",66,1.57,75
"10026","F","European",58,1.61,62
"10027","F","European",55,1.52,84
"10028","F","European",56,1.55,75
"10029","F","European",63,1.57,81
"10030","F","European",83,1.61,55
"10031","F","European",58,1.54,60
"10034","F","European",78,1.62,69
"10035","F","European",97,1.62,61
"10038","F","European",58,1.61,49
"10039","F","European",51,1.62,79
"10042","F","European",77,1.71,57
"10043","F","European",52,1.64,63
"10044","F","European",67,1.55,72
"10045","F","European",67,1.66,68
"10047","F","European",92,1.66,60
"10048","F","European",64,1.55,81
"10050","F","European",62,1.54,57
"10051","F","European",66,1.58,83
"10053","F","European",72,1.63,37
"10057","F","European",61,1.56,78
"10058","F","European",85,1.67,77
"10060","F","European",69,1.53,72
"10061","F","European",65,1.59,45
"10062","F","European",59,1.73,41
"10063","F","European",60,1.63,40
"10066","F","European",62,1.57,82
"10069","F","European",74,1.74,80
"10070","F","European",78,1.59,52
"10071","F","European",75,1.57,74
"10075","F","European",64,1.67,82
"10076","F","European",87,1.63,56
"10077","F","European",84,1.63,60
"10078","F","European",67,1.64,73
"10079","F","European",79,1.71,48
"10081","F","European",71,1.5,70
"10082","F","European",70,1.67,36
"10084","F","European",66,1.59,59
"10086","F","European",61,1.53,81
"10087","F","European",72,1.63,46
"10095","F","European",64,1.58,77
"10096","F","European",53,1.56,56
"10100","F","European",68,1.61,46
"10104","F","European",61,1.56,71
"10110","F","European",78,1.52,81
"10112","F","European",56,1.55,63
"10113","F","European",59,1.68,40
"10115","F","European",82,1.6,45
"10116","F","European",70,1.67,75
"10117","F","European",72,1.73,79
"10118","F","European",63,1.62,54
"10122","F","European",66,1.57,65
"10124","F","European",61,1.54,79
"10126","F","European",79,1.69,40
"10129","F","European",54,1.55,80
"10130","F","European",50,1.51,80
"10133","F","European",101,1.63,51
"10134","F","European",59,1.61,60
"10141","F","European",64,1.61,66
"10146","F","European",65,1.6,56
"10148","F","European",64,1.58,65
"10149","F","European",61,1.61,67
"10150","F","European",50,1.62,85
"10152","F","European",68,1.56,38
"10153","F","European",66,1.67,74
"10154","F","European",62,1.59,57
"10155","F","European",73,1.62,83
"10156","F","European",72,1.59,84
"10157","F","European",63,1.69,46
"10158","F","European",83,1.67,67
"10159","F","European",56,1.61,56
"10161","F","European",61,1.54,51
"10164","F","European",76,1.74,66
"10168","F","European",89,1.71,41
"10170","F","European",62,1.65,51
"10176","F","European",108,1.56,48
"10178","F","European",60,1.63,73
"10180","F","European",52,1.49,63
"10184","F","European",70,1.63,64
"10187","F","European",52,1.67,83
"10189","F","European",101,1.66,65
"10194","F","European",72,1.6,75
"10195","F","European",62,1.62,42
"10196","F","European",72,1.54,42
"10198","F","European",64,1.62,60
"10199","F","European",51,1.45,65
"10200","F","European",60,1.59,65
"10202","F","European",68,1.64,56
"10203","F","European",63,1.67,47
"10204","F","European",72,1.58,61
"10207","F","European",66,1.6,69
"10210","F","European",59,1.61,51
"10211","F","European",55,1.59,53
"10212","F","European",73,1.65,76
"10213","F","European",73,1.65,51
"10217","F","European",62,1.61,75
"10221","F","European",52,1.62,81
"10222","F","European",58,1.57,72
"10223","F","European",62,1.62,48
"10224","F","European",70,1.55,57
"10226","F","European",65,1.6,81
"10228","F","European",60,1.64,58
"10229","F","European",44,1.5,69
"10230","F","European",57,1.6,81
"10235","F","European",69,1.67,63
"10236","F","European",61,1.54,78
"10237","F","European",78,1.61,68
"10238","F","European",96,1.68,56
"10240","F","European",69,1.54,79
"10241","F","European",54,1.58,48
"10243","F","European",59,1.54,71
"10244","F","European",64,1.58,79
"10247","F","European",70,1.52,59
"10248","F","European",57,1.67,42
"10249","F","European",67,1.66,39
"10250","F","European",63,1.52,65
"10253","F","European",54,1.54,73
"10254","F","European",62,1.56,40
"10255","F","European",73,1.58,70
"10256","F","European",80,1.65,65
"10260","F","European",88,1.56,62
"10264","F","European",59,1.53,60
"10265","F","European",62,1.56,41
"10274","F","European",63,1.8,43
"10275","F","European",64,1.65,73
"10278","F","European",76,1.69,41
"10279","F","European",55,1.61,47
"10280","F","European",58,1.55,73
"10281","F","European",73,1.71,50
"10282","F","European",58,1.58,56
"10284","F","European",63,1.66,64
"10287","F","European",59,1.67,66
"10288","F","European",77,1.76,57
"10296","F","European",59,1.64,55
"10301","F","European",56,1.57,41
"10304","F","European",67,1.7,40
"10307","F","European",63,1.67,56
"10310","F","European",62,1.64,52
"10312","F","European",49,1.59,79
"10313","F","European",65,1.5,84
"10318","F","European",73,1.53,55
"10319","F","European",52,1.58,57
"10322","F","European",61,1.68,54
"10324","F","European",70,1.56,52
"10325","F","European",67,1.57,41
"10327","F","European",77,1.59,57
"10328","F","European",67,1.69,43
"10329","F","European",66,1.69,63
"10330","F","European",64,1.75,36
"10333","F","European",52,1.6,63
"10336","F","European",62,1.71,43
"10337","F","European",49,1.59,80
"10341","F","European",62,1.49,79
"10342","F","European",77,1.69,50
"10345","F","European",54,1.66,41
"10347","F","European",68,1.68,40
"10349","F","European",71,1.7,39
"10350","F","European",56,1.57,82
"10351","F","European",70,1.5,38
"10353","F","European",79,1.66,38
"10354","F","European",66,1.63,65
"10356","F","European",54,1.54,70
"10357","F","European",56,1.63,69
"10360","F","European",67,1.59,42
"10363","F","European",69,1.63,73
"10364","F","European",75,1.57,73
"10367","F","European",54,1.6,36
"10370","F","European",69,1.74,57
"10372","F","European",60,1.65,85
"10380","F","European",51,1.49,78
"10381","F","European",66,1.62,80
"10383","F","European",57,1.64,38
"10385","F","European",60,1.67,39
"10386","F","European",99,1.59,61
"10390","F","European",60,1.64,43
"10391","F","European",54,1.57,68
"10397","F","European",57,1.56,63
"10398","F","European",72,1.59,57
"10399","F","European",56,1.68,42
"10402","F","European",68,1.68,42
"10404","F","European",63,1.74,49
"10405","F","European",60,1.52,71
"10406","F","European",74,1.66,75
"10414","F","European",71,1.46,40
"10424","F","European",65,1.62,76
"10426","F","European",89,1.63,55
"10427","F","European",56,1.64,69
"10429","F","European",73,1.68,67
"10430","F","European",56,1.59,77
"10432","F","European",78,1.56,63
"10436","F","European",68,1.64,44
"10438","F","European",98,1.52,78
"10439","F","European",68,1.71,39
"10441","F","European",60,1.73,43
"10442","F","European",53,1.58,40
"10446","F","European",68,1.67,43
"10452","F","European",74,1.64,72
"10454","F","European",65,1.64,77
"10455","F","European",57,1.72,79
"10459","F","European",85,1.59,73
"10461","F","European",60,1.6,65
"10462","F","European",61,1.54,62
"10464","F","European",104,1.58,66
"10465","F","European",56,1.64,51
"10469","F","European",55,1.66,40
"10471","F","European",67,1.69,40
"10473","F","European",77,1.64,60
"10474","F","European",71,1.6,62
"10479","F","European",67,1.68,66
"10480","F","European",65,1.61,66
"10482","F","European",85,1.57,59
"10483","F","European",43,1.62,82
"10484","F","European",55,1.69,43
"10486","F","European",56,1.57,84
"10488","F","European",60,1.54,78
"10490","F","European",61,1.61,47
"10493","F","European",92,1.64,73
"10494","F","European",64,1.69,43
"10495","F","European",59,1.7,80
"10497","F","European",81,1.54,80
"10499","F","European",60,1.47,64
"10500","F","European",65,1.6,45
"10505","F","European",70,1.58,56
"10506","F","European",61,1.65,71
"10508","F","European",65,1.68,75
"10510","F","European",66,1.68,53
"10511","F","European",43,1.52,69
"10513","F","European",73,1.67,47
"10514","F","European",78,1.62,68
"10516","F","European",66,1.55,52
"10517","F","European",75,1.58,69
"10519","F","European",61,1.53,72
"10520","F","European",59,1.6,59
"10522","F","European",86,1.67,42
"10523","F","European",71,1.59,73
"10524","F","European",75,1.52,72
"10525","F","European",66,1.61,53
"10528","F","European",55,1.62,69
